linie,statie,cod_statie,conexiune_linii,directie
138_24,METRO MILITARI,2775,"62,137,138,236,",down
138_25,CENTRUL COMERCIAL MILITARI,4169,"138,",down
138_26,COMPLEX COMERCIAL MILITARI,4170,"138,",down
138_27,CARTIER MILITARI,3630,"138,178,",down
139_0,ZETARILOR,1560,"139,141,220,323,",up
139_1,VALTOAREI,1561,"139,141,220,323,",up
139_2,VADUL NOU,1562,"139,141,220,323,",up
139_3,PIATA FERENTARILOR,1563,"139,220,",up
139_4,ARMISTITIULUI,1564,"139,220,",up
139_5,SOSEAUA SALAJ,1565,"139,220,",up
139_6,CAP. PREDA,1566,"139,220,227,",up
139_7,PIATA RAHOVA,3821,"139,226,",up
139_8,MARGEANULUI,855,"139,226,302,",up
139_9,COMPLEX COMERCIAL,857,"139,226,302,",up
139_10,PETRE ISPIRESCU,861,"139,226,302,",up
139_11,CALEA 13 SEPTEMBRIE,862,"139,226,",up
139_12,NABUCULUI,863,"91, 96,139,",up
139_13,LT. NICOLAE GAINA,4345,"91, 96,139,",up
139_14,BD. TIMISOARA,3471,"69, 90, 91, 93, 96,105,139,",up
139_15,BD. IULIU MANIU,896,"69, 90, 91, 93, 96,105,139,",up
139_16,PIATA LEUL,709,"139,",up
139_0,PIATA LEUL,709,"139,",down
139_1,DRUMUL SARII,859,"91, 96,139,",down
139_2,NABUCULUI,860,"91, 96,139,",down
139_3,CALEA 13 SEPTEMBRIE,1243,"139,226,302,",down
139_4,MARGEANULUI,1247,"139,226,302,",down
139_5,COMPLEX COMERCIAL,89,"139,226,302,",down
139_6,BUZOIENI,865,"139,226,",down
139_7,PIATA RAHOVA,867,"139,226,",down
139_8,MUNTII CARPATI,1577,"139,",down
139_9,SOSEAUA SALAJ,1578,"139,220,",down
139_10,ARMISTITIULUI,1579,"139,220,",down
139_11,PIATA FERENTARILOR,1580,"139,220,",down
139_12,VADUL NOU,1581,"139,141,220,323,",down
139_13,VALTOAREI,1582,"139,141,220,323,",down
139_14,ZETARILOR,1583,"139,141,323,",down
141_0,ZETARILOR,1560,"139,141,220,323,",up
141_1,VALTOAREI,1561,"139,141,220,323,",up
141_2,VADUL NOU,1562,"139,141,220,323,",up
141_3,PIATA FERENTARILOR,1588,"141,",up
141_4,ROCAR,1589,"141,",up
141_5,SUHAIA,1590,"141,",up
141_6,PIATA EROII REVOLUTIEI,1591,"141,",up
141_7,CIMITIRUL SERBAN VODA,940,"116,141,232,611,",up
141_8,OPRIS ILIE,56,"116,141,232,611,",up
141_9,BD. CONSTANTIN BRANCOVEANU,2231,"116,141,",up
141_10,SECUILOR,1388,"116,141,",up
141_11,SPITALUL DE COPII,2178,"116,141,",up
141_12,IZVORUL RECE,1266,"116,141,",up
141_13,IZVORUL CRISULUI,1267,"116,141,",up
141_14,LAMOTESTI,1268,"116,141,",up
141_15,TURNU MAGURELE,2478,"116,141,",up
141_16,BD. CONSTANTIN BRANCOVEANU,1069,"102,141,220,",up
141_17,PLATFORMA  METALURGIEI,1326,"125,141,220,232,312,",up
141_18,EDITURA ARAMIS,3507,"125,141,220,232,312,",up
141_19,SERE,1327,"125,141,220,232,312,",up
141_20,METRO BERCENI,3527,"125,141,220,232,312,",up
141_21,BD. METALURGIEI 136,4330,"125,141,220,",up
141_22,DUMITRU BRUMARESCU,3381,"125,141,220,",up
141_23,I.M.G.B. POARTA 3,1592,"125,141,220,",up
141_24,VULCAN BERCENI,1593,"125,141,220,",up
141_0,VULCAN BERCENI,1593,"125,141,220,",down
141_1,I.M.G.B. POARTA 3,1594,"125,141,220,",down
141_2,DUMITRU BRUMARESCU,3382,"125,141,220,",down
141_3,BD. METALURGIEI 136,4329,"125,141,220,",down
141_4,METRO BERCENI,3528,"125,141,220,232,312,",down
141_5,SERE,1336,"125,141,220,232,312,",down
141_6,EDITURA ARAMIS,3508,"125,141,220,232,312,",down
141_7,BD. ALEXANDRU OBREGIA,1059,"102,141,220,",down
141_8,DOROHOI,1060,"102,141,220,",down
141_9,COVASNA,1278,"116,141,",down
141_10,LAMOTESTI,1279,"116,141,",down
141_11,IZVORUL CRISULUI,1280,"116,141,",down
141_12,NITU VASILE,1281,"116,141,",down
141_13,SPITALUL DE COPII,2179,"116,141,",down
141_14,SECUILOR,1389,"116,141,",down
141_15,BD. CONSTANTIN BRANCOVEANU,937,"116,141,232,611,",down
141_16,OPRIS ILIE,938,"116,141,232,611,",down
141_17,CIMITIRUL SERBAN VODA,939,"116,141,232,611,",down
141_18,PIATA EROII REVOLUTIEI,2469,"141,232,323,",down
141_19,SUHAIA,1595,"141,",down
141_20,ROCAR,1596,"141,",down
141_21,PIATA FERENTARILOR,3124,"141,",down
141_22,VADUL NOU,1581,"139,141,220,323,",down
141_23,VALTOAREI,1582,"139,141,220,323,",down
141_24,ZETARILOR,1583,"139,141,323,",down
143_0,BUCUR OBOR,1162,"66,101,143,",up
143_1,ZIDURI MOSI,1017,"66,143,682,",up
143_2,SUVEICA,1018,"66,143,182,682,",up
143_3,DOAMNA GHICA,2118,"143,",up
143_4,CONSTANTA,4090,"143,243,",up
143_5,SCUT - GHERASE,2119,"143,243,",up
143_6,SCOALA GENERALA 145,923,"143,",up
143_7,DUMITRU SLUGERU,2123,"143,",up
143_8,COMPLEX COMERCIAL,2124,"143,",up
143_9,DIMITRIE GROZDEA,3570,"143,",up
143_10,ELECTRONICA,2954,"143,",up
143_11,BAICULUI,3153,"143,",up
143_12,SOSEAUA PANTELIMON,791,"69, 85,143,682,",up
143_13,GARA OBOR,792,"69, 85,143,682,",up
143_14,BAICULUI,793,"69, 85,143,682,",up
143_0,BAICULUI,3152,"143,",down
143_1,ELECTRONICA,2955,"143,",down
143_2,DIMITRIE GROZDEA,3571,"143,",down
143_3,COMPLEX COMERCIAL,364,"143,",down
143_4,HELIADE INTRE VII,398,"143,",down
143_5,SCOALA GENERALA 145,2141,"143,243,",down
143_6,SCUT - GHERASE,2155,"143,243,",down
143_7,CONSTANTA,4091,"143,243,",down
143_8,DOAMNA GHICA,1029,"66,143,182,682,",down
143_9,TEIUL DOAMNEI,1030,"66,143,682,",down
143_10,BUCUR OBOR,1177,"66,143,",down
149_0,COMPLEX COMERCIAL BANEASA,4003,"131,149,261,335,",up
149_1,AEROPORT BANEASA,1674,"131,149,304,335,449,780,783,",up
149_2,BRODINA,3145,"112,149,205,261,",up
149_3,BIOTERRA,1214,"112,149,205,261,",up
149_4,CORALILOR,3346,"112,149,",up
149_5,NUFERILOR,4079,"112,149,",up
149_6,FORADEX,2267,"112,149,",up
149_7,COMBINATUL FONDULUI PLASTIC,3047,"112,149,",up
149_8,HOTEL PARC,2639,"149,331,",up
149_9,CITY CENTER,3356,"149,331,",up
149_10,CASA PRESEI,2640,"149,331,",up
149_11,PIATA PRESEI,4512,"149,780,",up
149_12,PIATA PRESEI,3452,"149,261,304,",up
149_0,PIATA PRESEI,3454,"149,261,304,",down
149_1,PIATA PRESEI,2806,"149,331,",down
149_2,CASA PRESEI,2642,"149,331,",down
149_3,CITY CENTER,3083,"149,331,",down
149_4,HOTEL PARC,2643,"149,331,",down
149_5,COMBINATUL FONDULUI PLASTIC,3046,"112,149,",down
149_6,FORADEX,2266,"112,149,",down
149_7,NUFERILOR,4080,"112,149,",down
149_8,CORALILOR,3348,"112,149,",down
149_9,FACULTATEA BIOTERRA,3326,"112,149,205,261,",down
149_10,BRODINA,1238,"112,149,205,261,",down
149_11,AEROPORT BANEASA,1659,"131,149,301,304,335,449,780,783,",down
149_12,COMPLEX COMERCIAL BANEASA,4004,"131,149,261,335,",down
162_0,MAGAZIILE 16 FEBRUARIE,2540,"162,",up
162_1,CONDAX,2541,"162,",up
162_2,MUZEUL CULTURII ROMILOR,4489,"162,",up
162_3,PODUL ILFOVAT,4272,"162,",up
162_4,CARTIER 16 FEBRUARIE,1838,"162,163,",up
162_5,DEPOUL GIULESTI,3701,"162,163,",up
162_6,INSTITUTUL PASTEUR,3656,"162,163,",up
162_7,COPSA MICA,3703,"162,163,",up
162_8,PIATA GIULESTI,3657,"162,163,",up
162_9,GODENI,3705,"162,163,",up
162_10,BD. CONSTRUCTORILOR,3658,"162,163,",up
162_11,RUSETU,3707,"162,163,",up
162_12,COMPLEX COMERCIAL,3775,"162,163,",up
162_13,MEHADIEI,3659,"162,163,",up
162_14,SOSEAUA CRANGASI,3660,"162,163,",up
162_15,PIATA CRANGASI,1540,"162,163,178,",up
162_16,BD. CEAHLAU,2570,"162,163,178,",up
162_17,PASAJ GRANT,1541,"162,163,178,",up
162_18,SPITALUL DR. PANAIT SARBU,1542,"162,163,178,",up
162_19,CALEA PLEVNEI,2459,"105,123,162,178,",up
162_20,GARA BASARAB,3774,"162,",up
162_0,GARA BASARAB,4609,"133,162,",down
162_1,CALEA GIULESTI,2464,"105,162,163,",down
162_2,PASCAL CRISTIAN,4017,"162,163,",down
162_3,TIBLES,4018,"162,163,",down
162_4,BD. CEAHLAU,2567,"162,163,178,",down
162_5,PIATA CRANGASI,1556,"162,163,178,",down
162_6,SOS. CRANGASI,4019,"162,163,",down
162_7,MEHADIEI,3661,"162,163,",down
162_8,COMPLEX COMERCIAL,3776,"162,163,",down
162_9,RUSETU,3708,"162,163,",down
162_10,BD. CONSTRUCTORILOR,3662,"162,163,",down
162_11,GODENI,3706,"162,163,",down
162_12,PIATA GIULESTI,3663,"162,163,",down
162_13,COPSA MICA,3704,"162,163,",down
162_14,INSTITUTUL PASTEUR,3664,"162,163,",down
162_15,DEPOUL GIULESTI,3702,"162,163,",down
162_16,CARTIER 16 FEBRUARIE,1846,"162,163,",down
162_17,PODUL ILFOVAT,4271,"162,",down
162_18,MUZEUL CULTURII ROMILOR,4490,"162,",down
162_19,CONDAX,2547,"162,",down
162_20,MAGAZIILE 16 FEBRUARIE,2540,"162,",down
163_0,GIULESTI SARBI,1842,"163,",up
163_1,RASADNITEI,4284,"163,",up
163_2,GIULESTI SARBI,4285,"163,",up
163_3,SCOALA,2544,"163,",up
163_4,SCULPTORILOR,1844,"163,",up
163_5,INTRAREA CARAMIDARIEI,1845,"163,",up
163_6,POIANA LACULUI,2545,"163,",up
163_7,CARTIER 16 FEBRUARIE,1838,"162,163,",up
163_8,DEPOUL GIULESTI,3701,"162,163,",up
163_9,INSTITUTUL PASTEUR,3656,"162,163,",up
163_10,COPSA MICA,3703,"162,163,",up
163_11,PIATA GIULESTI,3657,"162,163,",up
163_12,GODENI,3705,"162,163,",up
163_13,BD. CONSTRUCTORILOR,3658,"162,163,",up
163_14,RUSETU,3707,"162,163,",up
163_15,COMPLEX COMERCIAL,3775,"162,163,",up
163_16,MEHADIEI,3659,"162,163,",up
163_17,SOSEAUA CRANGASI,3660,"162,163,",up
163_18,PIATA CRANGASI,1540,"162,163,178,",up
163_19,BD. CEAHLAU,2570,"162,163,178,",up
163_20,PASAJ GRANT,1541,"162,163,178,",up
163_21,SPITALUL DR. PANAIT SARBU,1542,"162,163,178,",up
163_22,PRIMARIA SECTOR 6,3673,"133,163,",up
163_23,WITING,785,"62, 85, 93, 96,123,133,163,696,",up
163_24,MIRCEA VULCANESCU,1128,"61, 69, 85, 90, 91,163,696,",up
163_25,CASA STUDENTILOR,586,"61, 69, 85, 90, 91,163,",up
163_26,VASILE PARVAN,587,"61, 69, 85, 90, 91,163,",up
163_0,VASILE PARVAN,587,"61, 69, 85, 90, 91,163,",down
163_1,FACULTATEA DE DREPT,2575,"61, 69, 90, 91,122,137,138,163,268,336,601,",down
163_2,STIRBEI VODA,4526,"122,126,137,138,163,168,226,268,368,",down
163_3,MIRCEA VULCANESCU,1573,"85,163,",down
163_4,WITING,3887,"163,",down
163_5,PRIMARIA SECTOR 6,3672,"123,163,",down
163_6,CALEA GIULESTI,2464,"105,162,163,",down
163_7,PASCAL CRISTIAN,4017,"162,163,",down
163_8,TIBLES,4018,"162,163,",down
163_9,BD. CEAHLAU,2567,"162,163,178,",down
163_10,PIATA CRANGASI,1556,"162,163,178,",down
163_11,SOS. CRANGASI,4019,"162,163,",down
163_12,MEHADIEI,3661,"162,163,",down
163_13,COMPLEX COMERCIAL,3776,"162,163,",down
163_14,RUSETU,3708,"162,163,",down
163_15,BD. CONSTRUCTORILOR,3662,"162,163,",down
163_16,GODENI,3706,"162,163,",down
163_17,PIATA GIULESTI,3663,"162,163,",down
163_18,COPSA MICA,3704,"162,163,",down
163_19,INSTITUTUL PASTEUR,3664,"162,163,",down
163_20,DEPOUL GIULESTI,3702,"162,163,",down
163_21,CARTIER 16 FEBRUARIE,1846,"162,163,",down
163_22,POIANA LACULUI,1839,"163,",down
163_23,INTRAREA CARAMIDARIEI,2543,"163,",down
163_24,SCULPTORILOR,1840,"163,",down
163_25,SCOALA,1841,"163,",down
163_26,GIULESTI SARBI,1842,"163,",down
168_0,PIATA ROMANA,2077,"126,168,226,368,",up
168_1,CALEA VICTORIEI,3294,"133,168,226,",up
168_2,CALEA GRIVITEI,191,"133,168,226,",up
168_3,POPA TATU,3376,"126,133,168,178,226,368,",up
168_4,MIRCEA VULCANESCU,4370,"126,168,226,368,",up
168_5,BERZEI,1376,"126,168,226,368,",up
168_6,SPITALUL UNIVERSITAR,1377,"122,126,137,138,168,226,236,268,336,368,668,696,",up
168_7,CAROL DAVILA,1253,"122,126,137,138,168,226,268,368,668,696,",up
168_8,SOSEAUA PANDURILOR,735,"126,137,138,168,268,368,668,",up
168_9,DRUMUL SARII,2671,"126,168,268,368,668,",up
168_10,LT. NICOLAE GAINA,736,"126,168,268,368,668,",up
168_11,ORIZONT,737,"69, 90, 93,105,126,168,268,368,668,",up
168_12,FAVORIT,738,"105,168,268,368,668,",up
168_13,DRUMUL TABEREI 34,739,"105,168,268,368,668,",up
168_14,PIATA DRUMUL TABEREI,740,"168,268,668,",up
168_15,POIANA MUNTELUI,741,"168,268,668,",up
168_16,ROMANCIERILOR,742,"168,268,668,",up
168_17,PIATA VALEA IALOMITEI,157,"168,268,668,",up
168_18,POSTA,1800,"69, 90, 93,168,173,221,268,368,668,",up
168_19,VALEA ARGESULUI,4245,"168,221,268,368,668,",up
168_20,VALEA DOFTANEI,4246,"168,",up
168_21,PARCUL CONSTANTIN BRANCUSI,4247,"168,",up
168_22,CARTIER CONSTANTIN BRANCUSI,4241,"168,",up
168_0,CARTIER CONSTANTIN BRANCUSI,4455,"168,",down
168_1,PARCUL CONSTANTIN BRANCUSI,4242,"168,",down
168_2,COLOANA INFINITULUI,4243,"168,",down
168_3,MASA TACERII,4244,"168,",down
168_4,VALEA ARGESULUI,2043,"69, 90, 93,168,173,221,268,368,668,",down
168_5,DRUMUL TABEREI 85,376,"168,221,268,668,",down
168_6,PIATA VALEA IALOMITEI,746,"168,221,268,668,",down
168_7,ROMANCIERILOR,747,"168,221,268,668,",down
168_8,POIANA MUNTELUI,748,"168,221,268,668,",down
168_9,PIATA DRUMUL TABEREI,749,"105,168,268,368,668,",down
168_10,DRUMUL TABEREI 35,750,"105,168,268,368,668,",down
168_11,FAVORIT,751,"105,168,268,368,668,",down
168_12,ORIZONT,518,"69, 90, 93,105,126,168,268,368,668,",down
168_13,LT. NICOLAE GAINA,752,"91, 96,126,168,268,368,668,",down
168_14,PIATA DANNY HUWE,2672,"126,168,268,368,668,",down
